# T_over_m,energy_density_FD
1.4348359057223484e12,1.220103124649199e48
1.4407373171820059e12,1.2403001916934803e48
1.4466630008647634e12,1.2608315921470148e48
1.4526130566011143e12,1.281702860420377e48
1.4585875846321492e12,1.3029196225385193e48
1.4645866856112458e12,1.3244875976573244e48
1.4706104606057642e12,1.346412599605258e48
1.47665901109875e12,1.3687009859615761e48
1.4827324389906433e12,1.3913579354423261e48
1.4888308466009963e12,1.4143899389373713e48
1.4949543366701963e12,1.4378032049253847e48
1.5011030123611968e12,1.461604044657294e48
1.5072769772612559e12,1.4857982854405775e48
1.513476335383681e12,1.5103936190725288e48
1.5197011911695813e12,1.5353960939517215e48
1.5259516494896272e12,1.560812449714824e48
1.5322278156458171e12,1.5866495375633345e48
1.538529795373252e12,1.612914322110385e48
1.5448576948419155e12,1.6396138832581092e48
1.5512116206584639e12,1.6667554181060953e48
1.557591679868021e12,1.6943462428914306e48
1.5639979799559827e12,1.72239379496086e48
1.5704306288498274e12,1.7509056347755926e48
1.5768897349209324e12,1.779889447949287e48
1.5833754069864033e12,1.8093530473197977e48
1.5898877543109043e12,1.839304375055185e48
1.5964268866085e12,1.8697515047946174e48
1.602992914044504e12,1.9007026438246917e48
1.6095859472373337e12,1.9321644861249252e48
1.616206097260376e12,1.9641488445394882e48
1.6228534756438562e12,1.9966626602112383e48
1.6295281943767192e12,2.029714697551159e48
1.636230365908514e12,2.063313866052134e48
1.6429601031512898e12,2.0974709229835554e48
1.6497175194814976e12,2.1321627054728705e48
1.6565027287419001e12,2.1674583092246718e48
1.66331584524349e12,2.2033381921734696e48
1.670156983767416e12,2.2398120261904615e48
1.6770262595669155e12,2.276889643247555e48
1.6839237883692573e12,2.3145810380677338e48
1.6908496863776914e12,2.3529219486775686e48
1.6978040702734045e12,2.3918709232419492e48
1.70478705721749e12,2.431464629247172e48
1.7117987648529177e12,2.471713739032117e48
1.7188393113065164e12,2.5126324514873692e48
1.725908815190967e12,2.5542251191911517e48
1.7330073956067979e12,2.5965103420060372e48
1.7401351721443916e12,2.6394919987296678e48
1.7472922648860007e12,2.6831851568773074e48
1.75447879440777e12,2.7276015943363682e48
1.7616948817817693e12,2.7727532839605856e48
1.7689406485780305e12,2.818652396797442e48
1.7762162168665981e12,2.8653113053690707e48
1.7835217092195852e12,2.91274258700745e48
1.7908572487132366e12,2.96095902724481e48
1.7982229589300063e12,3.009973623260193e48
1.805618963960634e12,3.0597995873830235e48
1.8130453884062412e12,3.1104503506547476e48
1.820502357380427e12,3.161939566449381e48
1.8279899965113765e12,3.214281114154014e48
1.8355084319439773e12,3.2674891029102594e48
1.8430577903419456e12,3.3215778754176324e48
1.8506381988899595e12,3.376562011799898e48
1.8582497852958e12,3.43245633353542e48
1.8658926777925066e12,3.489275907452614e48
1.8735670051405327e12,3.547036049791484e48
1.8812728966299192e12,3.60575233033248e48
1.88901048208247e12,3.6654410457246335e48
1.896779891853939e12,3.726117350251612e48
1.9045812568362285e12,3.78779806588592e48
1.9124147084595923e12,3.850499819241984e48
1.920280378694851e12,3.914239512167013e48
1.9281784000556143e12,3.979034326297291e48
1.9361089056005134e12,4.044901727689941e48
1.9440720289354443e12,4.1118594715313484e48
1.9520679042158186e12,4.179925606923559e48
1.960096666148821e12,4.249118481749885e48
1.9681584499956802e12,4.3194543445118226e48
1.97625339157395e12,4.390956656082454e48
1.9843816272597927e12,4.463642584790227e48
1.9925432939902812e12,4.53753172381105e48
2.0007385292657026e12,4.612643990665461e48
2.0089674711518774e12,4.6889996325881285e48
2.0172302582824834e12,4.7666192319861774e48
2.0255270298613928e12,4.845523711987945e48
2.0338579256650156e12,4.925734342083561e48
2.042223086044656e12,5.007272743858956e48
2.0506226519288767e12,5.0901608968247866e48
2.0590567648258726e12,5.174421144341878e48
2.067525566825855e12,5.260076199644772e48
2.0760292006034456e12,5.347149151964997e48
2.08456780942008e12,5.4356634727557586e48
2.0931415371264207e12,5.5256430220196345e48
2.1017505281647815e12,5.617116786262532e48
2.110394927571561e12,5.710100694513019e48
2.119074880979685e12,5.80462382851685e48
2.1277905346210605e12,5.900711668182685e48
2.1365420353290398e12,5.998390115214536e48
2.1453295305408926e12,6.097685500094665e48
2.154153168300293e12,6.198617007880407e48
2.16301309725981e12,6.301226918080301e48
2.1719094666834143e12,6.405535401299197e48
2.1808424264489915e12,6.511570575305972e48
2.1898121270508687e12,6.619287746308062e48
2.1988187196023484e12,6.728935801794002e48
2.2078623558382544e12,6.8403244480939e48
2.21694318811749e12,6.953556988615858e48
2.226061369425602e12,7.068663946804531e48
2.23521705337736e12,7.185676351397671e48
2.2444103942193438e12,7.304625744791568e48
2.2536415468325425e12,7.425544191545016e48
2.262910666734962e12,7.54846428702411e48
2.272217910084247e12,7.673419166190176e48
2.2815634336803125e12,7.800442512533241e48
2.2909473949679814e12,7.929568567153358e48
2.300369952039641e12,8.060832137992415e48
2.3098312636379062e12,8.19426860921874e48
2.3193314891582905e12,8.329913950767083e48
2.328870788651895e12,8.467804728036656e48
2.3384493228281025e12,8.607978111749683e48
2.348067253057286e12,8.750471887973228e48
2.3577247413735283e12,8.895324468307019e48
2.3674219504773486e12,9.042574900239867e48
2.377159043738447e12,9.192262877677687e48
2.386936185198455e12,9.344468453224218e48
2.3967535395736987e12,9.499153577858214e48
2.4066112722579766e12,9.656399316989521e48
2.4165095493253413e12,9.816248058989553e48
2.4264485375329023e12,9.978742893960253e48
2.4364284043236323e12,1.0143927625352339e49
2.4464493178291885e12,1.031184678177599e49
2.456511446872745e12,1.0482545629007112e49
2.466614960971841e12,1.0656070182192484e49
2.476760030341228e12,1.0832467218256845e49
2.486946825895747e12,1.1011784288515672e49
2.4971755192532017e12,1.1194069731496659e49
